referenceFournisseur,constructeur,slug,categoryId,status,isFeatured,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,imageUrl,secondaryImageUrl1,secondaryImageUrl2,secondaryImageUrl3,pdfBrochureUrl
M1815A,MORIA,kelman-mac-pherson-forceps-7-mm-platforms-angled-j,ophthalmology-surgical,active,,"Kelman-Mac Pherson pinces(7-mm plateformes, angled jaws)","Kelman-Mac Pherson Forceps(7-mm platforms, angled jaws)","Kelman-Mac Phersonholding forceps with a flat serrated manche, active pointe with 7-mmplatformsandangledjaws, and 8.2-cm length.peut être utilisé pour hold the threads duringsutures.","Kelman-Mac Phersonholding forceps with a flat serrated handle, active tip with 7-mmplatformsandangledjaws, and 8.2-cm length.Can be used to hold the threads duringsutures.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 82 mm; Tip: 7-mm platforms, angled jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 82 mm; Tip: 7-mm platforms, angled jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/493b4068d61c768a2238a22f168a65e763dd3324.jpg,,,,
M5030,MORIA,kelman-mac-pherson-forceps-11-mm-platforms-angled-,ophthalmology-surgical,active,,"Kelman-Mac Pherson pinces(11-mm plateformes, angled jaws)","Kelman-Mac Pherson Forceps(11-mm platforms, angled jaws)","Kelman-Mac Phersonholding forceps with a flat serrated manche, active pointe with 11-mmplatformsandangledjaws, and 8.5-cm length.peut être utilisé pour hold the threads duringsutures.","Kelman-Mac Phersonholding forceps with a flat serrated handle, active tip with 11-mmplatformsandangledjaws, and 8.5-cm length.Can be used to hold the threads duringsutures.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 85 mm; Tip: 11-mm platforms, angled jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 85 mm; Tip: 11-mm platforms, angled jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/b78f45f3b8104d6e90b458fdb2b52358c7ad7a7b.jpg,,,,
M1809,MORIA,bonn-forceps-0-12-mm-teeth-m1809,ophthalmology-surgical,active,,bonn pinces(0.12-mm dents),Bonn Forceps(0.12-mm teeth),réutilisableBonnholding forceps with0.12-mmteeth. peut être utilisé pour hold the cornea.,ReusableBonnholding forceps with0.12-mmteeth. Can be used to hold the cornea.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 7.3 cm; Tip: 0.12-mm teeth, straight; Handle: Flat, serrated; Intended use: To hold the cornea.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 7.3 cm; Tip: 0.12-mm teeth, straight; Handle: Flat, serrated; Intended use: To hold the cornea.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/12388297c01d858a1fe137560269420afa8d6bed.jpg,,,,
M1796,MORIA,castroviejo-suturing-forceps-5-8-mm-platforms-0-18,ophthalmology-surgical,active,,"Castroviejo Suturing pinces(5.8-mm plateformes, 0.18-mm dents)","Castroviejo Suturing Forceps(5.8-mm platforms, 0.18-mm teeth)","CastroviejoSuturing Forceps is used for holdingsuturingthread, with a flat serrated manche, and0.18-mmteeth on the straight 5.9-mm active part.Length of the forceps is 10.8 cm.","CastroviejoSuturing Forceps is used for holdingsuturingthread, with a flat serrated handle, and0.18-mmteeth on the straight 5.9-mm active part.Length of the forceps is 10.8 cm.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 10.8 cm; Tip: 0.18-mm teeth, 5.8-mm platforms; Handle: Flat, serrated; Intended use: To hold suturing thread","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 10.8 cm; Tip: 0.18-mm teeth, 5.8-mm platforms; Handle: Flat, serrated; Intended use: To hold suturing thread",https://www.moria-surgical.com/media/cache/product_viewer/files/product/d07abe0d4ed6aa82026e900820fe88c009583c2f.jpg,,,,
20038,MORIA,dmek-forceps-curved-20038,ophthalmology-surgical,active,,DMEK pinces(courbe),DMEK Forceps(curved),Active part with smooth andcurved10.0-mmplatforms.Forceps that peut être utilisé pour delaminate the endothelium from a donor corneo-scleral tissue.,Active part with smooth andcurved10.0-mmplatforms.Forceps that can be used to delaminate the endothelium from a donor corneo-scleral tissue.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 120 mm; Tip: Curved with 10-mm platforms; Handle: Bird cage; Intended use: To delaminate the endothelium  from a donor corneo-scleral tissue.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 120 mm; Tip: Curved with 10-mm platforms; Handle: Bird cage; Intended use: To delaminate the endothelium  from a donor corneo-scleral tissue.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a52de284f516fc4d9119a46d21c3b49acecb9052.jpg,,,,
20002,MORIA,nagahara-phaco-chopper-1-3-mm-tip-20002,ophthalmology-surgical,active,,Nagahara Phaco-Chopper(1.3-mm tip),Nagahara Phaco-Chopper(1.3-mm tip),"11.5-cm longueur totale, 1.3-mm pointe, 90° angled, with inner cutting edge, angulation 145°.Can be used for phacoemulsification duringcataractsurgery.","11.5-cm total length, 1.3-mm tip, 90° angled, with inner cutting edge, angulation 145°.Can be used for phacoemulsification duringcataractsurgery.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 115 mm; Tip: Blunt olive tip; Other characteristics: N/A; Instrument base shape: Knurled; Intended use: To perform phacoemulsification during cataract surgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 115 mm; Tip: Blunt olive tip; Other characteristics: N/A; Instrument base shape: Knurled; Intended use: To perform phacoemulsification during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4d328e7573f451c772d3e0b6a57534b29f4b2d6d.jpg,,,,
20017,MORIA,villon-nucleus-divider-hook-vertical-phaco-chopper,ophthalmology-surgical,active,,Villon Nucleus Divider Hook(vertical phaco-chopper),Villon Nucleus Divider Hook(vertical phaco-chopper),"Vertical phaco-chopper, 11.3-cm longueur totale, 130° angled, 1-mm pointe.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","Vertical phaco-chopper, 11.3-cm total length, 130° angled, 1-mm tip.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 113 mm; Tip: 130° angled, 1-mm tip; Other characteristics: N/A; Instrument base shape: Knurled; Intended use: To hold and divide the crystalline lens during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 113 mm; Tip: 130° angled, 1-mm tip; Other characteristics: N/A; Instrument base shape: Knurled; Intended use: To hold and divide the crystalline lens during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/2db1506d71886c3354b1a9134806f8883bfb1338.jpg,,,,
20018,MORIA,burtin-double-ended-iris-hook-double-ended-20018,ophthalmology-surgical,active,,Burtin Double-Ended iris Hook(double-ended),Burtin Double-Ended Iris Hook(double-ended),"longueur totale 11.3 cm. Both extremities are angled, with a 1-mm long active part.peut être utilisé pour repair a defectuousirisand to retrieve a subluxatedIOL.","Total length 11.3 cm. Both extremities are angled, with a 1-mm long active part.Can be used to repair a defectuousirisand to retrieve a subluxatedIOL.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 113 mm; Tip: Curved, 1-mm; Intended use: To repair a defectuous iris and to retrieve a subluxated IOL.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 113 mm; Tip: Curved, 1-mm; Intended use: To repair a defectuous iris and to retrieve a subluxated IOL.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/3b34c526880f224b72ae58f68484f0a64a96a45b.jpg,,,,
2873A,MORIA,sichel-lachrymal-duct-probe-0-41-mm-2873a,ophthalmology-surgical,active,,Sichel Lachrymal Duct Probe(0.41 mm),Sichel Lachrymal Duct Probe(0.41 mm),"Sichel lachrymal duct dilator for dilating the lachrymal ducts.Length: 68 mm, with thin pointe 0.41 mm, conical and blunt.","Sichel lachrymal duct dilator for dilating the lachrymal ducts.Length: 68 mm, with thin tip 0.41 mm, conical and blunt.",,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f16a7b015ac8fdb1068014a0709dd6f30e5f9e48.jpg,,,,
8151,MORIA,barraquer-needle-holder-non-locking-15-mm-curved-j,ophthalmology-surgical,active,,"Barraquer aiguille-porte(Non-locking, 15-mm courbe jaws, 0.5-mm wide)","Barraquer Needle-Holder(Non-locking, 15-mm curved jaws, 0.5-mm wide)",Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockingmanche,Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockinghandle,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 138 mm; Tip: 15-mm curved jaws, 0.5-mm wide; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 138 mm; Tip: 15-mm curved jaws, 0.5-mm wide; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/f52bc5c3b188e3c271c89558cd0ff34652a025f5.jpg,,,,
9960,MORIA,troutman-obrien-needle-holder-non-locking-0-8-mm-c,ophthalmology-surgical,active,,"Troutman-OBrien aiguille-porte(Non-locking, 0.8-mm courbe jaws)","Troutman-OBrien Needle-Holder(Non-locking, 0.8-mm curved jaws)",Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockingmanche,Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockinghandle,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4d65abe0d7539cc112f2b3c60da0a58ba5602956.jpg,,,,
TI9960,MORIA,troutman-obrien-needle-holder-non-locking-0-8-mm-c,ophthalmology-surgical,active,,"Troutman-OBrien aiguille-porte(Non-locking, 0.8-mm courbe jaws, titanium)","Troutman-OBrien Needle-Holder(Non-locking, 0.8-mm curved jaws, titanium)",Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockingmanche,Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockinghandle,Reusability: Yes; Packaging: X1; Material*: Titanium; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Titanium; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cf9af34468301d2bd9e9399b5d5d645ee7bedd91.jpg,,,,
9960BIS,MORIA,troutman-obrien-needle-holder-locking-0-8-mm-curve,ophthalmology-surgical,active,,"Troutman-OBrien aiguille-porte(Locking, 0.8-mm courbe jaws)","Troutman-OBrien Needle-Holder(Locking, 0.8-mm curved jaws)","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth jaws -Lockingmanche","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth jaws -Lockinghandle",Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 102 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/b19db6ff84e067c787ffadd6ee2d0921c4c4e185.jpg,,,,
13100,MORIA,barraquer-moria-needle-holder-non-locking-0-8-mm-c,ophthalmology-surgical,active,,"Barraquer Moria aiguille-porte(Non-locking, 0.8-mm courbe jaws)","Barraquer Moria Needle-Holder(Non-locking, 0.8-mm curved jaws)","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth -Non-lockingmanche","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth -Non-lockinghandle",Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 130 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 130 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/dc09e4f2d72482cfbe81623819377f3689a05fa7.jpg,,,,
13100,MORIA,barraquer-moria-needle-holder-non-locking-0-8-mm-c,ophthalmology-surgical,active,,"Barraquer Moria aiguille-porte(Non-locking, 0.8-mm courbe jaws)","Barraquer Moria Needle-Holder(Non-locking, 0.8-mm curved jaws)","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth -Non-lockingmanche","Wire diameter:10/0- Jaws type: 0.8-mmcurved, delicate and smooth -Non-lockinghandle",Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 130 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 130 mm; Tip: 0.8-mm curved jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/dc09e4f2d72482cfbe81623819377f3689a05fa7.jpg,,,,
18220,MORIA,fine-thornton-ring-15-mm-18220,ophthalmology-surgical,active,,Fine-Thornton Ring(Ø 15 mm),Fine-Thornton Ring(Ø 15 mm),Openringwith a 15-mm external diameter.120-mm longueur totale with a manche of 95-mm length and 5-mm diameter.peut être utilisé pour hold the eye pendant la chirurgie ophtalmique.,Openringwith a 15-mm external diameter.120-mm total length with a handle of 95-mm length and 5-mm diameter.Can be used to hold the eye during ophthalmic surgery.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 120 mm; HandleLength: 95 mmDiameter: 5 mm; Tip: Open ring, 15 mm diameter; Other characteristics: Tip every 30°; Intended use: To hold the eye during ophthalmic surgery","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 120 mm; HandleLength: 95 mmDiameter: 5 mm; Tip: Open ring, 15 mm diameter; Other characteristics: Tip every 30°; Intended use: To hold the eye during ophthalmic surgery",https://www.moria-surgical.com/media/cache/product_viewer/files/product/15ac4b09cb63134119c49d3a4cd680487aa52202.jpg,,,,
