Ref Fournisseur,Nom Produit (FR),Nom Produit (EN),Fabricant,Discipline (Parent),Categorie,Category ID,Statut
E-5,Brancard de Transport,Steel Medical Manual Stretcher,pukang,Ophtalmologie,Exploration,oph-exploration,active
E-6,Brancard d'Ambulance,Stainless Steel Medical Manual Stretcher,pukang,Ophtalmologie,Exploration,oph-exploration,active
E-8,Brancard de Transfert Patient Hydraulique,Hydraulic Patient Transfer Stretcher,pukang,Ophtalmologie,Exploration,oph-exploration,active
E-9,Brancard d'Urgence Médicale,Medical Emergency Stretcher,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-20,Chariot en acier inoxydable pour appareils F-20,F-20 Stainless steel trolley for appliance,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-21,Chariot ABS pour appareils médicaux F-21,F-21 ABS trolley for medical appliance,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-32,Chariot de Soins Infirmiers Hospitalier,Hospital Morning Nursing Trolley,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-45,Chariot d'Urgence ABS pour Réanimation,F-45 Medical Hospital Trolley New Design ABS Hospital Crash Cart Emergency Resuscitation Trolley,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-46,Chariot d'Urgence Hospitalier,F-46 Hospital Emergency Trolley Cart,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-47,Chariot Mobile d'Urgence Médicale,F-47 Mobile Medical Emergency Cart,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-50,Chariot à médicaments F-50,F-50 Medicine Trolley,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-51,Chariot à Médicaments Hospitalier,F-51 Hospital Medicine Trolley Cart,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-52,Chariot de Distribution de Médicaments,F-52 Hospital Nursing Care Medicine Delivery Trolley,pukang,Ophtalmologie,Exploration,oph-exploration,active
F-53,Chariot Multifonction d'Urgence,F-53 New Design Good Quality Hospital Trolley Cart Emergency Multi-function Trolley,pukang,Ophtalmologie,Exploration,oph-exploration,active
G-11,Armoire à Instruments Médicaux en Acier Inoxydable G-11,G-11 Stainless Steel Medical Instruments Cabinet,pukang,Ophtalmologie,Exploration,oph-exploration,active
G-18,Armoire de Rangement Médicale,Appliance Cupboard with Stainless Steel Base,pukang,Ophtalmologie,Exploration,oph-exploration,active
G-19,Armoire à Instruments en Acier Inoxydable,2-door Appliance Cupboard with Stainless Steel Base,pukang,Ophtalmologie,Exploration,oph-exploration,active
G-20,Armoire de Stockage Hospitalière,6 Door Employee Storage Cabinet for Hospital Use,pukang,Ophtalmologie,Exploration,oph-exploration,active
G-9,Armoire Médicale en Acier,Stainless Steel Cupboard for Medical Appliances,pukang,Ophtalmologie,Exploration,oph-exploration,active
H-12,Matelas Médical Imperméable de Luxe,Luxurious Mattress (medical Waterproof Mattress),pukang,Ophtalmologie,Exploration,oph-exploration,active
H-3,Matelas Hospitalier Standard,Mattress for Full Fowler Hospital Bed,pukang,Ophtalmologie,Exploration,oph-exploration,active
R-1,Support à perfusion R-1,R-1 I.V. Stand,pukang,Ophtalmologie,Exploration,oph-exploration,active
R-2,Perche à perfusion mobile R-2,R-2 Mobile infusion I.V. drip pole,pukang,Ophtalmologie,Exploration,oph-exploration,active
R-3,Perche de perfusion hospitalière mobile R-3,R-3 Hospital movable infusion pole,pukang,Ophtalmologie,Exploration,oph-exploration,active
OM-V50,OM-V50 Opération Microscope,OM-V50 Operation Microscope,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S100,Table à Instruments TB-S100,TB-S100 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S330,Table à Instruments TB-S330,TB-S330 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S430,Table à Instruments TB-S430,TB-S430 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S560,Table à Instruments TB-S560,TB-S560 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S580,Table à Instruments TB-S580,TB-S580 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-S700,Table à Instruments TB-S700,TB-S700 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TB-V300,Table à Instruments TB-V300,TB-V300 Instrument Table,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TF-E40,TF-E40 Monture D'essai,TF-E40 Trial Frame,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TF-K30,TF-K30 Monture D'essai,TF-K30 Trial Frame,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TF-K65,TF-K65 Monture D'essai,TF-K65 Trial Frame,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TF-P50,TF-P50 Monture D'essai,TF-P50 Trial Frame,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-E80,TL-E80 Verre D'essai Ensemble,TL-E80 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-G40,TL-G40 Verre D'essai Ensemble,TL-G40 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-L15,TL-L15 Verre D'essai Ensemble,TL-L15 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-R60,TL-R60 Verre D'essai Ensemble,TL-R60 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-S30,TL-S30 Verre D'essai Ensemble,TL-S30 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
TL-V20,TL-V20 Verre D'essai Ensemble,TL-V20 Trial Lens Set,ray-vision,Ophtalmologie,Exploration,oph-exploration,active
11057,Ciseaux Westcott-Hugonnier,Westcott-Hugonnier Scissors,MORIA,Ophtalmologie,Instruments,oph-instruments,active
1121B,Curette Abadie 8mm,Abadie Curette 8mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
1141,Crochet de Strabisme Moyen 12mm,Strabismus Hook Medium 12mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
12961,Canule Polisseur de Capsule Kratz,Kratz Capsule Polisher Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13010,Crochet de Strabisme Hugonnier-Gobin,Hugonnier-Gobin Strabismus Hook,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13100,Porte-Aiguille Barraquer-Moria 0.8mm Variante,Barraquer-Moria Needle Holder 0.8mm Variant,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13132,Speculum Castroviejo-Bonnet Adulte,Castroviejo-Bonnet Speculum Adult,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13160,Pince Bonn Dents 0.12mm,Bonn Forceps 0.12mm Teeth,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13161,Pince Bonn-Moria Dents 0.12mm,Bonn-Moria Forceps 0.12mm Teeth,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13167,Pince Moria 7.5mm Courbe,Moria Forceps 7.5mm Curved,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13221,Canule Aspiration Barraquer-Troutman,Barraquer-Troutman Aspiration Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13227,Manipulateur IOL Lester,Lester IOL Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13229,Canule Aspiration Charleux,Charleux Aspiration Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13230A,Canule Aspiration Charleux-Simcoe,Charleux-Simcoe Aspiration Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13238,Pince IOL a Action Croisee Blaydes,Blaydes Cross-Action IOL Forceps,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13240,Pince Bonn-Kraff Dents Obliques 0.1mm,Bonn-Kraff Forceps 0.1mm Oblique Teeth,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13245,Pince Mac Pherson-Moria Dents 0.2mm,Mac Pherson-Moria Forceps 0.2mm Teeth,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13246,Pince Bonn-Kraff 0.12mm Mors Longs,Bonn-Kraff Forceps 0.12mm Long Jaws,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13248,Canule Binkhorst-Quintana Angle Gauche,Binkhorst-Quintana Cannula Left Angle,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13250,Canule Binkhorst-Quintana Angle Droit,Binkhorst-Quintana Cannula Right Angle,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13261,Pince IOL Waring 7mm,Waring IOL Forceps 7mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13263,Ciseaux Gills-Aron-Rosa,Gills-Aron-Rosa Scissors,MORIA,Ophtalmologie,Instruments,oph-instruments,active
13330,Manche de Trepan Dezard avec Butee,Dezard Trephine Handle with Limit Stop,MORIA,Ophtalmologie,Instruments,oph-instruments,active
1353,Ecarteur Volkmann 4 Griffes,Volkmann Retractor 4 Prongs,MORIA,Ophtalmologie,Instruments,oph-instruments,active
15,Canule Hydrodissection 25G Angulee,Hydrodissection Cannula 25G Angled,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17000,Ciseaux de Capsulectomie Worst,Worst Capsulectomy Scissors,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17120,Canule Double Voie SFO,SFO Double-Way Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17150B,Bloc Silicone Creux Reutilisable,Hollow Silicone Block Reusable,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17157,Crochet Manipulateur de Cristallin Crozafon,Crozafon Lens Manipulating Hook,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17159,Manipulateur de Cristallin Lebuisson,Lebuisson Lens Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17161,Pince pour IOL Pliable Faulkner 7mm,Faulkner Foldable IOL Forceps 7mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17166,Trepan Hanna pour Keratoplastie,Hanna Trephine for Keratoplasty,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17167,Cle de Montage pour Trepan Hanna,Mounting Wrench for Hanna Trephine,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17168,Cle de Reglage de Profondeur pour Keratoplastie,Depth Adjustment Wrench for Keratoplasty,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17169,Emporte-Piece Donneur Hanna pour Keratoplastie,Hanna Donor Punch for Keratoplasty,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17171P,Bloc Receptacle pour Emporte-Piece Hanna,Receptacle Block for Hanna Punch,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D700,Trepan Non-Reglable 7.00mm,Non-Adjustable Trephine 7.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D725,Trepan Non-Reglable 7.25mm,Non-Adjustable Trephine 7.25mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D750,Trepan Non-Reglable 7.50mm,Non-Adjustable Trephine 7.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D775,Trepan Non-Reglable 7.75mm,Non-Adjustable Trephine 7.75mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D800,Trepan Non-Reglable 8.00mm,Non-Adjustable Trephine 8.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D825,Trepan Non-Reglable 8.25mm,Non-Adjustable Trephine 8.25mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D850,Trepan Non-Reglable 8.50mm,Non-Adjustable Trephine 8.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D875,Trepan Non-Reglable 8.75mm,Non-Adjustable Trephine 8.75mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D900,Trepan Non-Reglable 9.00mm,Non-Adjustable Trephine 9.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17201D950,Trepan Non-Reglable 9.50mm,Non-Adjustable Trephine 9.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D1000,Trepan Reglable 10.00mm,Adjustable Trephine 10.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D600,Trepan Reglable 6.00mm,Adjustable Trephine 6.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D650,Trepan Reglable 6.50mm,Adjustable Trephine 6.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D675,Trepan Reglable 6.75mm,Adjustable Trephine 6.75mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D700,Trepan Reglable 7.00mm,Adjustable Trephine 7.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D750,Trepan Reglable 7.50mm,Adjustable Trephine 7.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D775,Trepan Reglable 7.75mm,Adjustable Trephine 7.75mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D800,Trepan Reglable 8.00mm,Adjustable Trephine 8.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D825,Trepan Reglable 8.25mm,Adjustable Trephine 8.25mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D850,Trepan Reglable 8.50mm,Adjustable Trephine 8.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D875,Trepan Reglable 8.75mm,Adjustable Trephine 8.75mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D900,Trepan Reglable 9.00mm,Adjustable Trephine 9.00mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17202D950,Trepan Reglable 9.50mm,Adjustable Trephine 9.50mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
17542x10,Kit IVT Speculum avec Marqueur Scleral,IVT Kit Speculum with Scleral Marker,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18009,Canule Pediatrique Delicate 27G,Delicate Pediatric Cannula 27G,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18011,Canule Injection Viscoelastique Gills 23G,Gills Viscoelastic Injection Cannula 23G,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18013,Ciseaux Stevens Courbes Mousses,Stevens Scissors Curved Blunt,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18039,Manipulateur de Noyau Arneodo,Arneodo Nucleus Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18069,Emporte-Piece Glaucome Crozafon-De Laage,Crozafon-De Laage Glaucoma Punch,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18073FU,Connecteur de Nettoyage pour Canule Aspiration,Cleaning Connector for Aspirating Cannula,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18081,Canule en U Corydon Droite,Corydon U-Shaped Cannula Right,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18082,Canule en U Corydon Gauche,Corydon U-Shaped Cannula Left,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18089,Manipulateur Double Extremite Arneodo-Crozafon,Arneodo-Crozafon Double-Ended Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18103,Canule Hydrodissection 25G,Hydrodissection Cannula 25G,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18104,Pince a Dents Halsted,Halsted Toothed Forceps,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18112,Crochet Manipulateur en Forme de Doigt,Finger-Shaped Manipulator Hook,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18158,Pince a Action Croisee Colin,Colin Cross-Action Forceps,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18186,Trepan Dezard avec Butee 15mm,Dezard Trephine with Limit Stop 15mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18195,Speculum Shapira Fil Ouvert Adulte,Shapira Speculum Open Wire Adult,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18210,Manipulateur Stop and Chop,Stop and Chop Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18220,Anneau Fine-Thornton 15mm,Fine-Thornton Ring 15mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18221,Speculum Kratz Oblique Incision Temporale,Kratz Speculum Oblique Temporal Incision,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18224,Manipulateur de Repositionnement de Volet LASIK Caro,Caro LASIK Flap Repositioning Manipulator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18225,Pince Conjonctivale Fechtner,Fechtner Conjunctival Forceps,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18227,Phaco-Cliveur Haefliger Droitier,Haefliger Phaco-Cleaver Right-Handed,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18228,Phaco-Cliveur Haefliger Gaucher,Haefliger Phaco-Cleaver Left-Handed,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18251,Embout de Remplacement pour Emporte-Piece Glaucome 1.2mm,Replacement Tip for Glaucoma Punch 1.2mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18267,Canule Aspiration Grattoir 0.35mm,Scraper Aspiration Cannula 0.35mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
18268,Canule Irrigation Mousse 0.5mm,Blunt Irrigation Cannula 0.5mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19000,Crochet Manipulateur Diabolo,Diabolo Manipulator Hook,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19003,Pince a Implant 8mm,Implant Forceps 8mm,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19009,Dilatateur de Pupille Mini Beehler,Beehler Mini Pupil Dilator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19016,Embout de Remplacement pour Beehler 19009,Replacement Tip for Beehler 19009,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19017,Canule Lebuisson pour LASIK,Lebuisson Cannula for LASIK,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19018,Canule a Double Bras pour LASIK,Double-Armed Cannula for LASIK,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19019,Spatule Bahamon pour LASIK,Bahamon Spatula for LASIK,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19027,Dilatateur de Pupille Beehler,Beehler Pupil Dilator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19030,Speculum Francesci Fenestre Adulte,Francesci Speculum Fenestrated Adult,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19039,Embout de Remplacement pour Beehler 19009/2.8,Replacement Tip for Beehler 19009/2.8,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19047,Marqueur Culbertson pour LASIK Epi-LASIK,Culbertson Marker for LASIK Epi-LASIK,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19048,Speculum Olivieri-Cantera Adulte,Olivieri-Cantera Speculum Adult,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19050,Embout de Remplacement pour Beehler 19027,Replacement Tip for Beehler 19027,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19068,Coupe-Haptique pour Explantation IOL,Haptic Cutter for IOL Explantation,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19069,Speculum Aspirant Lames Carrees Ouvertes,Aspirating Speculum Open Square Blades,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19069T,Silicone Tubing Remplacement Ensemble,Silicone Tubing Replacement Set,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19070,Beehler Pupille Micro-dilatateur,Beehler Pupil Micro-dilator,MORIA,Ophtalmologie,Instruments,oph-instruments,active
19072,Flexible IOL Loop Cutter (pour IOL Explantation),Flexible IOL Loop Cutter (for IOL Explantation),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19073,Ensemble of 3 Usage Unique Loops (pour Flexible IOL Loop Cutter (#19072)),Set of 3 Single-use Loops (for Flexible IOL Loop Cutter (#19072)),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19074,IOL Explantation Pince (7-mm Dentelé Mors),IOL Explantation Forceps (7-mm Serrated Jaws),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19076,Remplacement Embout (pour #19070),Replacement Tip (for #19070),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19078,"Réglable Colibri Spéculum (open Square Lames avec Olive Embouts, Adult)","Adjustable Colibri Speculum (open Square Blades with Olive Tips, Adult)",MORIA,Ophtalmologie,Instruments,oph-instruments,active
19079,"Hachet Pince à Capsulorhexis (2.2-mm Incision, Cross-action)","Hachet Capsulorhexis Forceps (2.2-mm Incision, Cross-action)",MORIA,Ophtalmologie,Instruments,oph-instruments,active
19080,Fox Spatule (pour LASIK),Fox Spatula (for LASIK),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19082,De Laage Pince (courbe),De Laage Forceps (curved),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19084,À Double Extrémité Epi-lasik Spatule (pour Epi-lasik),Double-ended Epi-lasik Spatula (for Epi-lasik),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19087,Vryghem à Double Extrémité Spatule (pour LASIK),Vryghem Double-ended Spatula (for LASIK),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19088,Epi-lasik Canule (pour Epi-lasik),Epi-lasik Cannula (for Epi-lasik),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19089,De-epithelialization Spatule (pour Surface Ablation),De-epithelialization Spatula (for Surface Ablation),MORIA,Ophtalmologie,Instruments,oph-instruments,active
19091,"Price Crochet (pour DSAEK, DMEK)","Price Hook (for DSAEK, DMEK)",MORIA,Ophtalmologie,Instruments,oph-instruments,active
19092,Port d'Irrigation (20g),Irrigation Port (20g),MORIA,Ophtalmologie,Instruments,oph-instruments,active
