referenceFournisseur,constructeur,slug,categoryId,status,isFeatured,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,imageUrl
7252BIS,MORIA,barraquer-de-laage-needle-holder-non-locking-0-8-m,ophthalmology-surgical,active,,"Barraquer-de laage aiguille-holder(non-locking, 0.8 mm courbé(e) jaws, lightened handle)","Barraquer-De Laage Needle-Holder(Non-locking, 0.8-mm curved jaws, lightened handle)",Wire diameter:8/0to10/0- jaws type: 0.8 mmcurvedjaws -non-lockinghandlesimilar to thebarraquer aiguille-holder (#7253)without a lock.,Wire diameter:8/0to10/0- Jaws type: 0.8-mmcurvedjaws -Non-lockinghandleSimilar to theBarraquer Needle-Holder (#7253)without a lock.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 131 mm; Tip: 0.8-mm curved jaws; Wire diameter: 8/0 to 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 131 mm; Tip: 0.8-mm curved jaws; Wire diameter: 8/0 to 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types,https://www.moria-surgical.com/media/cache/product_viewer/files/product/17f674948f718ff0988e4e3c3a14b9cea9a375df.jpg
7252,MORIA,barraquer-needle-holder-non-locking-1-5-mm-curved-,ophthalmology-surgical,active,,"Barraquer aiguille-holder(non-locking, 1.5 mm courbé(e) jaws)","Barraquer Needle-Holder(Non-locking, 1.5-mm curved jaws)","Wire diameter:8/0to10/0- jaws type: 1.5 mmcurved, conicaland lisse jaws -non-lockinghandle","Wire diameter:8/0to10/0- Jaws type: 1.5-mmcurved,conicaland smooth jaws -Non-lockinghandle","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 131 mm; Tip: 1.5-mm curved, conical, smooth jaws; Wire diameter: 8/0 to 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 131 mm; Tip: 1.5-mm curved, conical, smooth jaws; Wire diameter: 8/0 to 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/386ceaa571215e5bf72a1c8fc213c4af396dc217.jpg
7251,MORIA,barraquer-de-laage-needle-holder-non-locking-1-0-m,ophthalmology-surgical,active,,"Barraquer-de laage aiguille-holder(non-locking, 1.0 mm courbé(e) jaws)","Barraquer-De Laage Needle-Holder(Non-locking, 1.0-mm curved jaws)",Wire diameter:10/0- jaws type: 1.0 mmcurvedjaws -non-lockinghandle,Wire diameter:10/0- Jaws type: 1.0-mmcurvedjaws -Non-lockinghandle,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.0-mm curved, conical, smooth jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.0-mm curved, conical, smooth jaws; Wire diameter: 10/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/add9344396f44beb5df1d8b275e06ba0d0d6fe02.jpg
4180B,MORIA,barraquer-needle-holder-non-locking-1-5-mm-curved-,ophthalmology-surgical,active,,"Barraquer aiguille-holder(non-locking, 1.5 mm courbé(e) jaws)","Barraquer Needle-Holder(Non-locking, 1.5-mm curved jaws)","Wire diameter:5/0to7/0- jaws type: 1.5 mm, courbé(e), conicaljaws -non-lockinghandle","Wire diameter:5/0to7/0- Jaws type: 1.5-mm,curved,conicaljaws -Non-lockinghandle","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.5-mm curved, conical, smooth jaws; Wire diameter: 5/0 to 7/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.5-mm curved, conical, smooth jaws; Wire diameter: 5/0 to 7/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/ab3fac0cfe248e190fc14d59574ac265c7ec8af3.jpg
4180A,MORIA,barraquer-needle-holder-locking-1-5-mm-curved-jaws,ophthalmology-surgical,active,,"Barraquer aiguille-holder(locking, 1.5 mm courbé(e) jaws)","Barraquer Needle-Holder(Locking, 1.5-mm curved jaws)",Wire diameter:5/0to7/0- jaws type: 1.5 mmcurvedand lisse jaws -lockinghandle,Wire diameter:5/0to7/0- Jaws type: 1.5-mmcurvedand smooth jaws -Lockinghandle,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.5-mm curved, conical and serrated jaws; Wire diameter: 5/0 to 7/0; Handle: Locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 132 mm; Tip: 1.5-mm curved, conical and serrated jaws; Wire diameter: 5/0 to 7/0; Handle: Locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/0672a0df90f12e39316bc91912b913fd9e3053bc.jpg
4134D,MORIA,castroviejo-needle-holder-non-locking-conical-and-,ophthalmology-surgical,active,,"Castroviejo aiguille-holder(non-locking, conical et dentelé(e) jaws)","Castroviejo Needle-Holder(Non-locking, conical and serrated jaws)","Wire diameter:4/0to6/0- jaws type: courbé(e), conicalandserrated-non-lockinghandle","Wire diameter:4/0to6/0- Jaws type:curved,conicalandserrated-Non-lockinghandle","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 152 mm; Tip: Curved, conical and serrated jaws; Wire diameter: 4/0 to 6/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 152 mm; Tip: Curved, conical and serrated jaws; Wire diameter: 4/0 to 6/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/426a69c0f5612f32440abde0207af9ff72035110.jpg
4134C,MORIA,castroviejo-needle-holder-locking-conical-and-serr,ophthalmology-surgical,active,,"Castroviejo aiguille-holder(locking, conical et dentelé(e) jaws, courbé(e) tip)","Castroviejo Needle-Holder(Locking, conical and serrated jaws, curved tip)",Wire diameter:4/0to6/0- jaws type: dentelé(e)-locking,Wire diameter:4/0to6/0- Jaws type:serrated-Locking,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 151 mm; Tip: Curved, serrated jaws; Wire diameter: 4/0 to 6/0; Handle: Locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 151 mm; Tip: Curved, serrated jaws; Wire diameter: 4/0 to 6/0; Handle: Locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/651a4605fe34e6b210b4bdbb1630a62bd7dae5d2.jpg
2484,MORIA,vantey-desvignes-needle-holder-non-locking-straigh,ophthalmology-surgical,active,,"Vantey-desvignes aiguille-holder(non-locking, droit(e), wide jaws)","Vantey-Desvignes Needle-Holder(Non-locking, straight, wide jaws)","Wire diameter:4/0- jaws type: wide et lisse, short andstraight, very strong –non-locking- handle: flat","Wire diameter:4/0- Jaws type: wide and smooth, short andstraight, very strong –Non-locking- Handle:  flat","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 139 mm; Tip: Straight, smooth, wide jaws; Wire diameter: 4/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 139 mm; Tip: Straight, smooth, wide jaws; Wire diameter: 4/0; Handle: Non-locking; Intended use: To hold a needle and perform various suture types",https://www.moria-surgical.com/media/cache/product_viewer/files/product/d18fc9d15f510e6d7503238a56b279593f7fbcb6.jpg
20041,MORIA,pisacano-hook-vertical-disk-tip-20041,ophthalmology-surgical,active,,Pisacano hook(vertical disk tip),Pisacano Hook(vertical disk tip),"11.6-cm length, angulé(e) active part length de 11.5 mm, avec a émoussé(e) et rounded extremity. can be used to manipulate theintraocular lensand/ornucleusduringcataractsurgery.","11.6-cm length, angled active part length of 11.5 mm, with a blunt and rounded extremity.Can be used to manipulate theintraocular lensand/ornucleusduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Blunt, angled, round, vertical disk; Instrument base shape: Knurled; Intended use: To manipulate the intraocular lens and/or nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Blunt, angled, round, vertical disk; Instrument base shape: Knurled; Intended use: To manipulate the intraocular lens and/or nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/1d7dd231127f3c5f114564d0ed41fe036def30f9.jpg
20040,MORIA,pisacano-hook-horizontal-disk-tip-20040,ophthalmology-surgical,active,,Pisacano hook(horizontal disk tip),Pisacano Hook(horizontal disk tip),"11.6-cm length, angulé(e) active part length de 11 mm avec a émoussé(e) et rounded extremity. can be used to manipulate theintraocular lensand/ornucleusduringcataractsurgery.","11.6-cm length, angled active part length of 11 mm with a blunt and rounded extremity.Can be used to manipulate theintraocular lensand/ornucleusduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Blunt, angled, round, horizontal disk; Instrument base shape: Knurled; Intended use: To manipulate the intraocular lens and/or nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Blunt, angled, round, horizontal disk; Instrument base shape: Knurled; Intended use: To manipulate the intraocular lens and/or nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/5c2f18f9e3c902b1e93d29bf77c53450112bca2b.jpg
M0577,MORIA,osher-hook-y-tip-m0577,ophthalmology-surgical,active,,Osher hook(y tip),Osher Hook(Y tip),"Droit(e), 12.5-cm long, y-shaped tip to manipulate anintraocular cristallin duringcataractsurgery.","Straight, 12.5-cm long, Y-shaped tip to manipulate anintraocular lens duringcataractsurgery.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Y-shaped tip; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Y-shaped tip; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a6d4e98eeda30d703eccd7788f7f06a7dc5bdfca.jpg
M35522,MORIA,kuglen-hook-olive-tip-m35522,ophthalmology-surgical,active,,Kuglen hook(olive tip),Kuglen Hook(olive tip),"Droit(e), émoussé(e), olive tip, 116 mm length. can be used to manipulate anintraocular lensduringcataractsurgery.","Straight, blunt, olive tip, 116-mm length.Can be used to manipulate anintraocular lensduringcataractsurgery.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Olive tip; Design: Straight; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 116 mm; Tip: Olive tip; Design: Straight; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9c272cda72cc364e864e3e05bd4413f7dfb09245.jpg
M0567,MORIA,kuglen-hook-k-tip-m0567,ophthalmology-surgical,active,,Kuglen hook(k-tip),Kuglen Hook(K-tip),"Droit(e), k-shaped tip, 120 mm length. can be used to manipulate anintraocular lensduringcataractsurgery.","Straight, K-shaped tip, 120-mm length.Can be used to manipulate anintraocular lensduringcataractsurgery.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 120 mm; Tip: K-tip; Design: Straight; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 120 mm; Tip: K-tip; Design: Straight; Instrument base shape: Knurled; Intended use: To manipulate an intraocular lens during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e48f84b8d41a0dd829ae2c30debcc13707745cf0.jpg
20034,MORIA,s-marker-angled-for-dmek-20034,ophthalmology-surgical,active,,“s” marker - angulé(e)(pour dmek),“S” Marker - Angled(for DMEK),"Angulé(e) ""s""markerto stamp a ""s"" sur the descemetic side de admekendothelial graft.","Angled ""S""markerto stamp a ""S"" on the Descemetic side of aDMEKendothelial graft.","Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 116 mm; Tip: “S” shape, angled; Intended use: To mark a “S” on the Descemetic side of a DMEK endothelial graft.","Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 116 mm; Tip: “S” shape, angled; Intended use: To mark a “S” on the Descemetic side of a DMEK endothelial graft.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/08c5c94782ccee4a760690e2f3eda0bc98d89d5f.jpg
20027,MORIA,fontana-cannula-for-big-bubble-dalk-27g-20027,ophthalmology-surgical,active,,"Fontana canule(pour big-bubble dalk, ø 27g)","Fontana Cannula(for big-bubble DALK, Ø 27G)","27gfontanacannula, curvedto facilitate stromal insertion, émoussé(e) et lisse tip, avec a 0.4 mm diameter lower port. can be used pendant big bubbledalk.","27GFontanaCannula,curvedto facilitate stromal insertion, blunt and smooth tip, with a 0.4-mm diameter lower port.Can be used during big bubbleDALK.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeExternal diameter: 0.4 mm (27G); Tip: Curved, 126° angled, blunt; Intended use: To ease obtention of a big bubble during DALK corneal surgery","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeExternal diameter: 0.4 mm (27G); Tip: Curved, 126° angled, blunt; Intended use: To ease obtention of a big bubble during DALK corneal surgery",https://www.moria-surgical.com/media/cache/product_viewer/files/product/a25b322713d2d1b52e99d54fff71cb7eb1fa59c2.jpg
2414-P-5032,KEELER,placa-gu-a-de-ton-metro-kat-t-desmontable-2414-p-5,ophthalmology-surgical,active,,Placa guía de tonómetro kat t (desmontable),Placa guía de tonómetro KAT T (desmontable),"Accesorio original keeler para su tonómetro de aplanaciónpieza de recambio de alta calidad de la placa guía para el orificio de la barra de prueba de su tonómetro de aplanación digital keeler kat-t (desmontable). ayudando a nuestros clientes a poner fin a la pérdida de visión evitable. keelerclewer hill road, windsor, berkshire sl4 4aa reino unidotel: +44 (0) 1753 857 177","Accesorio original Keeler para su tonómetro de aplanaciónPieza de recambio de alta calidad de la placa guía para el orificio de la barra de prueba de su tonómetro de aplanación digital Keeler KAT-T (desmontable). Ayudando a nuestros clientes a poner fin a la pérdida de visión evitable. KeelerClewer Hill Road, Windsor, Berkshire SL4 4AA Reino UnidoTel: +44 (0) 1753 857 177",Tonoclear: prismas de aplanación de un solo uso (caja de 100),Tonoclear: prismas de aplanación de un solo uso (caja de 100),https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-5032-7-jpg.webp
20044,MORIA,iol-haptic-gorovoy-marker-for-iol-positionning-200,ophthalmology-surgical,active,,Iol haptic gorovoy marker(pour iol positionning),IOL Haptic Gorovoy Marker(for IOL positionning),Iol hapticgorovoymarkerto mark expected location ofiolhapticsduring iol fixation technique dans the absence de zonular/capsular support duringcataractsurgery.,IOL HapticGorovoymarkerto mark expected location ofIOLhapticsduring IOL fixation technique in the absence of zonular/capsular support duringcataractsurgery.,Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 121 mm; Tip: 15 mm; Intended use: To mark expected location of IOL haptics during IOL fixation technique in the absence of zonular/capsular support during cataract surgery.,Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 121 mm; Tip: 15 mm; Intended use: To mark expected location of IOL haptics during IOL fixation technique in the absence of zonular/capsular support during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/665985359ae207402cb0214e51d5f661a99b2669.jpg
