referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured,originalReference,processedSlug,variantIndex
J-008.31.455,heine,surgery-instruments,ML4 LED Headlight - J-008.31.455,ML4 LED Headlight - J-008.31.455,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-455,18
J-008.31.457,heine,surgery-instruments,ML4 LED Headlight - J-008.31.457,ML4 LED Headlight - J-008.31.457,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-457,19
J-008.31.461,heine,surgery-instruments,ML4 LED Headlight - J-008.31.461,ML4 LED Headlight - J-008.31.461,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-461,20
J-008.31.463,heine,surgery-instruments,ML4 LED Headlight - J-008.31.463,ML4 LED Headlight - J-008.31.463,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-463,21
1DAYACUV,johnson---johnson,surgery-instruments,1 DAY Acuvue Moist avec Lacreon pour Astigmatisme,1 DAY Acuvue Moist With Lacreon FOR Astigmatism,Daily jetable toric lenses avec LACREON® technology pour astigmatisme. paupière Stabilized Design.,Daily disposable toric lenses with LACREON® technology for astigmatism. Eyelid Stabilized Design.,,,,https://assets.lenstore.co.uk/500/productsMain/106-1-day-acuvue-moist-for-astigmatism-front.webp,active,false,1DAYACUV,johnson---johnson-1dayacuv-1-day,0
ACUVUE2,johnson---johnson,surgery-instruments,Acuvue 2,Acuvue 2,Bi-weekly hydrogel lenses. Thin et easy to manche (Blue visibility tint).,Bi-weekly hydrogel lenses. Thin and easy to handle (Blue visibility tint).,,,,https://brand.jjvision.com/transform/AspectRatio1to1/51cb9a39-0dcf-4011-87c3-f7b437eaa891/ACUVUE-Packshot-OASYS-1D-w-HydraLuxe-90P-Front-Transparent-NO-UV-PNG?io=transform:fill,active,false,ACUVUE2,acuvue-2,0
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys 1-Day avec Hydraluxe,Acuvue Oasys 1-Day With Hydraluxe,Daily silicone hydrogel lenses. HydraLuxe™ technology to reduce numérique eye strain.,Daily silicone hydrogel lenses. HydraLuxe™ technology to reduce digital eye strain.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/6f1e6a38-6043-4b59-ac3a-61c9fb890321/ACUVUE-Packshot-OASYS-1D-with-HydraLuxe-for-ASTIG-30P-Front-Shadow-PNG?io=transform:fill,active,false,ACUVUEOA,acuvue-oasys-1-day-avec-hydraluxe,0
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys 1-Day avec Hydraluxe pour Astigmatisme,Acuvue Oasys 1-Day With Hydraluxe FOR Astigmatism,Daily toric version de Oasys range. Combines HydraLuxe™ et stabilization design.,Daily toric version of Oasys range. Combines HydraLuxe™ and stabilization design.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/6f1e6a38-6043-4b59-ac3a-61c9fb890321/ACUVUE-Packshot-OASYS-1D-with-HydraLuxe-for-ASTIG-30P-Front-Shadow-PNG?io=transform:fill,active,false,ACUVUEOA,johnson---johnson-acuvueoa-acuvue-oasys,0
1DAYMOIS,johnson---johnson,surgery-instruments,1 DAY Moist Multifocal,1 DAY Moist Multifocal,Daily lenses pour presbytie. pupille Optimized Design pour clear vision at all distances.,Daily lenses for presbyopia. Pupil Optimized Design for clear vision at all distances.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/b6477b11-b435-4c6c-a3dd-a8ab6f078391/ACUVUE-Packshot-MOIST-MF-30P-FRONT-NO-UV-SHADOW-PNG?io=transform:fill,active,false,1DAYMOIS,1-day-moist-multifocal,0
1DAYACUV,johnson---johnson,surgery-instruments,1Day Acuvue Trueye,1Day Acuvue Trueye,Older silicone hydrogel generation. Replaced by Oasys 1-Day.,Older silicone hydrogel generation. Replaced by Oasys 1-Day.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/a235e565-3fd1-4771-b69b-a42edd531652/ACUVUE-Packshot-TruEye-30P-Front-PNG?io=transform:fill,active,false,1DAYACUV,1day-acuvue-trueye,0
1DAYACUV,johnson---johnson,surgery-instruments,1Day Acuvue Moist,1Day Acuvue Moist,Standard daily hydrogel lenses. Long-lasting hydration pour sensitive eyes.,Standard daily hydrogel lenses. Long-lasting hydration for sensitive eyes.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/7fadc93f-e51e-48ff-87c4-5fead6b32398/ACUVUE-Packshot-MOIST-30P-FRONT-NO-UV-SHADOW-PNG?io=transform:fill,active,false,1DAYACUV,1day-acuvue-moist,0
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys pour Astigmatisme,Acuvue Oasys FOR Astigmatism,Bi-weekly toric lenses. HYDRACLEAR® PLUS technology pour dry environments.,Bi-weekly toric lenses. HYDRACLEAR® PLUS technology for dry environments.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/5ea2b928-221c-4893-952d-e3f17dd3c5c4/ACUVUE-Packshot-OASYS-w-HYDRCLEAR-ASTIG-6P-Front-Reflection-No-UV-PNG?io=transform:fill,active,false,ACUVUEOA,acuvue-oasys-pour-astigmatisme,0
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys avec Hydraclear,Acuvue Oasys With Hydraclear,Spherical bi-weekly lenses. Benchmark pour numérique comfort.,Spherical bi-weekly lenses. Benchmark for digital comfort.,,,,https://brand.jjvision.com/transform/4e396f12-145f-4317-8a44-078eefaabcaf/ACUVUE-Packshot-OASYS-w-Hydraclear-Plus-12P-Front-Transparent-NO-UV-PNG?io=transform:fill,active,false,ACUVUEOA,acuvue-oasys-avec-hydraclear,0
ACUVUERE,johnson---johnson,surgery-instruments,Acuvue Revitalens,Acuvue Revitalens,Multi-purpose disinfecting solution pour all soft lenses.,Multi-purpose disinfecting solution for all soft lenses.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/2efd38bf-fb6b-47dc-8be1-3be128b31a64/Product-Name?io=transform:fill,active,false,ACUVUERE,acuvue-revitalens,0
BLINKCON,johnson---johnson,surgery-instruments,Blink Contacts,Blink Contacts,Lubricating eye drops pour lentille de contact wearers. Relieves dryness.,Lubricating eye drops for contact lens wearers. Relieves dryness.,,,,https://www.justblink.com/siteassets/img/slider-660x650-green-1.png | https://www.justblink.com/siteassets/img/slider-660x650-green-2.png | https://www.justblink.com/siteassets/img/slider-660x650-green-3.png | https://www.justblink.com/siteassets/img/slider-660x650-green-4.png,active,false,BLINKCON,blink-contacts,0
BLINKINT,johnson---johnson,surgery-instruments,Blink Intensive,Blink Intensive,Advanced protective eye drops pour persistent dry eye.,Advanced protective eye drops for persistent dry eye.,,,,https://www.justblink.com/siteassets/img/slider-660x650-blue-a-1.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-2.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-3.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-4.png,active,false,BLINKINT,blink-intensive,0
BLINKINT,johnson---johnson,surgery-instruments,Blink Intensive Plus,Blink Intensive Plus,Viscous gel drops pour long-lasting relief (day/night).,Viscous gel drops for long-lasting relief (day/night).,,,,https://www.justblink.com/siteassets/img/slider-660x650-blue-c-1.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-2.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-3.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-4.png,active,false,BLINKINT,blink-intensive-plus,0
ACUVUEVI,johnson---johnson,surgery-instruments,Acuvue Vita,Acuvue Vita,Monthly lenses. HydraMax™ technology to maintain hydration all month.,Monthly lenses. HydraMax™ technology to maintain hydration all month.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/02a74759-2046-4900-b1e1-5e48c2a54ec1/ACUVUE-Packshot-VITA-12P-Front-Shadow-Only-NO-UV-PNG?io=transform:fill,active,false,ACUVUEVI,acuvue-vita,0
